MEASURE:Migration type,SEX_ABS:Sex,AGE:Age,ASGS_2011:Region,FREQUENCY:Frequency,TIME:Time,Value,Flag Codes:Flags
1:NOM arrival,1:Males,A10:10 - 14,0:Australia,A:Annual,2004:2004,8380,
1:NOM arrival,1:Males,A10:10 - 14,0:Australia,A:Annual,2005:2005,8990,
1:NOM arrival,1:Males,A10:10 - 14,0:Australia,A:Annual,2006:2006,9860,
1:NOM arrival,1:Males,A10:10 - 14,0:Australia,A:Annual,2007:2007,10270,
1:NOM arrival,1:Males,A10:10 - 14,0:Australia,A:Annual,2008:2008,11210,
1:NOM arrival,1:Males,A10:10 - 14,0:Australia,A:Annual,2009:2009,9940,
1:NOM arrival,1:Males,A10:10 - 14,0:Australia,A:Annual,2010:2010,8800,
1:NOM arrival,1:Males,A10:10 - 14,0:Australia,A:Annual,2011:2011,9630,
1:NOM arrival,1:Males,A10:10 - 14,0:Australia,A:Annual,2012:2012,9590,
1:NOM arrival,1:Males,A10:10 - 14,0:Australia,A:Annual,2013:2013,9460,
1:NOM arrival,1:Males,A10:10 - 14,0:Australia,A:Annual,2014:2014,8410,
1:NOM arrival,1:Males,A10:10 - 14,0:Australia,A:Annual,2015:2015,8570,
1:NOM arrival,1:Males,A10:10 - 14,0:Australia,A:Annual,2016:2016,9540,
1:NOM arrival,1:Males,A10:10 - 14,0:Australia,A:Annual,2017:2017,9450,
1:NOM arrival,1:Males,A10:10 - 14,0:Australia,A:Annual,2018:2018,8900,
1:NOM arrival,1:Males,A10:10 - 14,0:Australia,A:Annual,2019:2019,9570,
1:NOM arrival,1:Males,A10:10 - 14,1:New South Wales,A:Annual,2004:2004,2650,
1:NOM arrival,1:Males,A10:10 - 14,1:New South Wales,A:Annual,2005:2005,2770,
1:NOM arrival,1:Males,A10:10 - 14,1:New South Wales,A:Annual,2006:2006,2950,
1:NOM arrival,1:Males,A10:10 - 14,1:New South Wales,A:Annual,2007:2007,2790,
1:NOM arrival,1:Males,A10:10 - 14,1:New South Wales,A:Annual,2008:2008,2890,
1:NOM arrival,1:Males,A10:10 - 14,1:New South Wales,A:Annual,2009:2009,2740,
1:NOM arrival,1:Males,A10:10 - 14,1:New South Wales,A:Annual,2010:2010,2390,
1:NOM arrival,1:Males,A10:10 - 14,1:New South Wales,A:Annual,2011:2011,2500,
1:NOM arrival,1:Males,A10:10 - 14,1:New South Wales,A:Annual,2012:2012,2520,
1:NOM arrival,1:Males,A10:10 - 14,1:New South Wales,A:Annual,2013:2013,2610,
1:NOM arrival,1:Males,A10:10 - 14,1:New South Wales,A:Annual,2014:2014,2560,
1:NOM arrival,1:Males,A10:10 - 14,1:New South Wales,A:Annual,2015:2015,2490,
1:NOM arrival,1:Males,A10:10 - 14,1:New South Wales,A:Annual,2016:2016,3040,
1:NOM arrival,1:Males,A10:10 - 14,1:New South Wales,A:Annual,2017:2017,2840,
1:NOM arrival,1:Males,A10:10 - 14,1:New South Wales,A:Annual,2018:2018,2660,
1:NOM arrival,1:Males,A10:10 - 14,1:New South Wales,A:Annual,2019:2019,2950,
1:NOM arrival,1:Males,A10:10 - 14,2:Victoria,A:Annual,2004:2004,1880,
1:NOM arrival,1:Males,A10:10 - 14,2:Victoria,A:Annual,2005:2005,1960,
1:NOM arrival,1:Males,A10:10 - 14,2:Victoria,A:Annual,2006:2006,2130,
1:NOM arrival,1:Males,A10:10 - 14,2:Victoria,A:Annual,2007:2007,2280,
1:NOM arrival,1:Males,A10:10 - 14,2:Victoria,A:Annual,2008:2008,2500,
1:NOM arrival,1:Males,A10:10 - 14,2:Victoria,A:Annual,2009:2009,2200,
1:NOM arrival,1:Males,A10:10 - 14,2:Victoria,A:Annual,2010:2010,2060,
1:NOM arrival,1:Males,A10:10 - 14,2:Victoria,A:Annual,2011:2011,2220,
1:NOM arrival,1:Males,A10:10 - 14,2:Victoria,A:Annual,2012:2012,2170,
1:NOM arrival,1:Males,A10:10 - 14,2:Victoria,A:Annual,2013:2013,2370,
1:NOM arrival,1:Males,A10:10 - 14,2:Victoria,A:Annual,2014:2014,2180,
1:NOM arrival,1:Males,A10:10 - 14,2:Victoria,A:Annual,2015:2015,2470,
1:NOM arrival,1:Males,A10:10 - 14,2:Victoria,A:Annual,2016:2016,2680,
1:NOM arrival,1:Males,A10:10 - 14,2:Victoria,A:Annual,2017:2017,2830,
1:NOM arrival,1:Males,A10:10 - 14,2:Victoria,A:Annual,2018:2018,2670,
1:NOM arrival,1:Males,A10:10 - 14,2:Victoria,A:Annual,2019:2019,2720,
1:NOM arrival,1:Males,A10:10 - 14,3:Queensland,A:Annual,2004:2004,1880,
1:NOM arrival,1:Males,A10:10 - 14,3:Queensland,A:Annual,2005:2005,1990,
1:NOM arrival,1:Males,A10:10 - 14,3:Queensland,A:Annual,2006:2006,2130,
1:NOM arrival,1:Males,A10:10 - 14,3:Queensland,A:Annual,2007:2007,2460,
1:NOM arrival,1:Males,A10:10 - 14,3:Queensland,A:Annual,2008:2008,2710,
1:NOM arrival,1:Males,A10:10 - 14,3:Queensland,A:Annual,2009:2009,2220,
1:NOM arrival,1:Males,A10:10 - 14,3:Queensland,A:Annual,2010:2010,1890,
1:NOM arrival,1:Males,A10:10 - 14,3:Queensland,A:Annual,2011:2011,2210,
1:NOM arrival,1:Males,A10:10 - 14,3:Queensland,A:Annual,2012:2012,2170,
1:NOM arrival,1:Males,A10:10 - 14,3:Queensland,A:Annual,2013:2013,2000,
1:NOM arrival,1:Males,A10:10 - 14,3:Queensland,A:Annual,2014:2014,1700,
1:NOM arrival,1:Males,A10:10 - 14,3:Queensland,A:Annual,2015:2015,1660,
1:NOM arrival,1:Males,A10:10 - 14,3:Queensland,A:Annual,2016:2016,1780,
1:NOM arrival,1:Males,A10:10 - 14,3:Queensland,A:Annual,2017:2017,1780,
1:NOM arrival,1:Males,A10:10 - 14,3:Queensland,A:Annual,2018:2018,1770,
1:NOM arrival,1:Males,A10:10 - 14,3:Queensland,A:Annual,2019:2019,1930,
1:NOM arrival,1:Males,A10:10 - 14,4:South Australia,A:Annual,2004:2004,460,
1:NOM arrival,1:Males,A10:10 - 14,4:South Australia,A:Annual,2005:2005,600,
1:NOM arrival,1:Males,A10:10 - 14,4:South Australia,A:Annual,2006:2006,780,
1:NOM arrival,1:Males,A10:10 - 14,4:South Australia,A:Annual,2007:2007,700,
1:NOM arrival,1:Males,A10:10 - 14,4:South Australia,A:Annual,2008:2008,670,
1:NOM arrival,1:Males,A10:10 - 14,4:South Australia,A:Annual,2009:2009,660,
1:NOM arrival,1:Males,A10:10 - 14,4:South Australia,A:Annual,2010:2010,590,
1:NOM arrival,1:Males,A10:10 - 14,4:South Australia,A:Annual,2011:2011,550,
1:NOM arrival,1:Males,A10:10 - 14,4:South Australia,A:Annual,2012:2012,550,
1:NOM arrival,1:Males,A10:10 - 14,4:South Australia,A:Annual,2013:2013,580,
1:NOM arrival,1:Males,A10:10 - 14,4:South Australia,A:Annual,2014:2014,470,
1:NOM arrival,1:Males,A10:10 - 14,4:South Australia,A:Annual,2015:2015,530,
1:NOM arrival,1:Males,A10:10 - 14,4:South Australia,A:Annual,2016:2016,570,
1:NOM arrival,1:Males,A10:10 - 14,4:South Australia,A:Annual,2017:2017,600,
1:NOM arrival,1:Males,A10:10 - 14,4:South Australia,A:Annual,2018:2018,530,
1:NOM arrival,1:Males,A10:10 - 14,4:South Australia,A:Annual,2019:2019,680,
1:NOM arrival,1:Males,A10:10 - 14,5:Western Australia,A:Annual,2004:2004,1200,
1:NOM arrival,1:Males,A10:10 - 14,5:Western Australia,A:Annual,2005:2005,1390,
1:NOM arrival,1:Males,A10:10 - 14,5:Western Australia,A:Annual,2006:2006,1580,
1:NOM arrival,1:Males,A10:10 - 14,5:Western Australia,A:Annual,2007:2007,1710,
1:NOM arrival,1:Males,A10:10 - 14,5:Western Australia,A:Annual,2008:2008,2060,
1:NOM arrival,1:Males,A10:10 - 14,5:Western Australia,A:Annual,2009:2009,1690,
1:NOM arrival,1:Males,A10:10 - 14,5:Western Australia,A:Annual,2010:2010,1540,
1:NOM arrival,1:Males,A10:10 - 14,5:Western Australia,A:Annual,2011:2011,1760,
1:NOM arrival,1:Males,A10:10 - 14,5:Western Australia,A:Annual,2012:2012,1760,
1:NOM arrival,1:Males,A10:10 - 14,5:Western Australia,A:Annual,2013:2013,1530,
1:NOM arrival,1:Males,A10:10 - 14,5:Western Australia,A:Annual,2014:2014,1170,
1:NOM arrival,1:Males,A10:10 - 14,5:Western Australia,A:Annual,2015:2015,1070,
1:NOM arrival,1:Males,A10:10 - 14,5:Western Australia,A:Annual,2016:2016,1090,
1:NOM arrival,1:Males,A10:10 - 14,5:Western Australia,A:Annual,2017:2017,1030,
1:NOM arrival,1:Males,A10:10 - 14,5:Western Australia,A:Annual,2018:2018,830,
1:NOM arrival,1:Males,A10:10 - 14,5:Western Australia,A:Annual,2019:2019,900,
1:NOM arrival,1:Males,A10:10 - 14,6:Tasmania,A:Annual,2004:2004,90,
1:NOM arrival,1:Males,A10:10 - 14,6:Tasmania,A:Annual,2005:2005,70,
1:NOM arrival,1:Males,A10:10 - 14,6:Tasmania,A:Annual,2006:2006,80,
1:NOM arrival,1:Males,A10:10 - 14,6:Tasmania,A:Annual,2007:2007,90,
1:NOM arrival,1:Males,A10:10 - 14,6:Tasmania,A:Annual,2008:2008,110,
1:NOM arrival,1:Males,A10:10 - 14,6:Tasmania,A:Annual,2009:2009,100,
1:NOM arrival,1:Males,A10:10 - 14,6:Tasmania,A:Annual,2010:2010,110,
1:NOM arrival,1:Males,A10:10 - 14,6:Tasmania,A:Annual,2011:2011,90,
1:NOM arrival,1:Males,A10:10 - 14,6:Tasmania,A:Annual,2012:2012,80,
1:NOM arrival,1:Males,A10:10 - 14,6:Tasmania,A:Annual,2013:2013,80,
1:NOM arrival,1:Males,A10:10 - 14,6:Tasmania,A:Annual,2014:2014,90,
1:NOM arrival,1:Males,A10:10 - 14,6:Tasmania,A:Annual,2015:2015,80,
1:NOM arrival,1:Males,A10:10 - 14,6:Tasmania,A:Annual,2016:2016,80,
1:NOM arrival,1:Males,A10:10 - 14,6:Tasmania,A:Annual,2017:2017,80,
1:NOM arrival,1:Males,A10:10 - 14,6:Tasmania,A:Annual,2018:2018,120,
1:NOM arrival,1:Males,A10:10 - 14,6:Tasmania,A:Annual,2019:2019,120,
1:NOM arrival,1:Males,A10:10 - 14,7:Northern Territory,A:Annual,2004:2004,80,
1:NOM arrival,1:Males,A10:10 - 14,7:Northern Territory,A:Annual,2005:2005,70,
1:NOM arrival,1:Males,A10:10 - 14,7:Northern Territory,A:Annual,2006:2006,80,
1:NOM arrival,1:Males,A10:10 - 14,7:Northern Territory,A:Annual,2007:2007,90,
1:NOM arrival,1:Males,A10:10 - 14,7:Northern Territory,A:Annual,2008:2008,90,
1:NOM arrival,1:Males,A10:10 - 14,7:Northern Territory,A:Annual,2009:2009,130,
1:NOM arrival,1:Males,A10:10 - 14,7:Northern Territory,A:Annual,2010:2010,90,
1:NOM arrival,1:Males,A10:10 - 14,7:Northern Territory,A:Annual,2011:2011,120,
1:NOM arrival,1:Males,A10:10 - 14,7:Northern Territory,A:Annual,2012:2012,150,
1:NOM arrival,1:Males,A10:10 - 14,7:Northern Territory,A:Annual,2013:2013,130,
1:NOM arrival,1:Males,A10:10 - 14,7:Northern Territory,A:Annual,2014:2014,90,
1:NOM arrival,1:Males,A10:10 - 14,7:Northern Territory,A:Annual,2015:2015,120,
1:NOM arrival,1:Males,A10:10 - 14,7:Northern Territory,A:Annual,2016:2016,110,
1:NOM arrival,1:Males,A10:10 - 14,7:Northern Territory,A:Annual,2017:2017,100,
1:NOM arrival,1:Males,A10:10 - 14,7:Northern Territory,A:Annual,2018:2018,80,
1:NOM arrival,1:Males,A10:10 - 14,7:Northern Territory,A:Annual,2019:2019,100,
1:NOM arrival,1:Males,A10:10 - 14,8:Australian Capital Territory,A:Annual,2004:2004,140,
1:NOM arrival,1:Males,A10:10 - 14,8:Australian Capital Territory,A:Annual,2005:2005,150,
1:NOM arrival,1:Males,A10:10 - 14,8:Australian Capital Territory,A:Annual,2006:2006,140,
1:NOM arrival,1:Males,A10:10 - 14,8:Australian Capital Territory,A:Annual,2007:2007,130,
1:NOM arrival,1:Males,A10:10 - 14,8:Australian Capital Territory,A:Annual,2008:2008,190,
1:NOM arrival,1:Males,A10:10 - 14,8:Australian Capital Territory,A:Annual,2009:2009,200,
1:NOM arrival,1:Males,A10:10 - 14,8:Australian Capital Territory,A:Annual,2010:2010,140,
1:NOM arrival,1:Males,A10:10 - 14,8:Australian Capital Territory,A:Annual,2011:2011,190,
1:NOM arrival,1:Males,A10:10 - 14,8:Australian Capital Territory,A:Annual,2012:2012,190,
1:NOM arrival,1:Males,A10:10 - 14,8:Australian Capital Territory,A:Annual,2013:2013,170,
1:NOM arrival,1:Males,A10:10 - 14,8:Australian Capital Territory,A:Annual,2014:2014,170,
1:NOM arrival,1:Males,A10:10 - 14,8:Australian Capital Territory,A:Annual,2015:2015,170,
1:NOM arrival,1:Males,A10:10 - 14,8:Australian Capital Territory,A:Annual,2016:2016,190,
1:NOM arrival,1:Males,A10:10 - 14,8:Australian Capital Territory,A:Annual,2017:2017,210,
1:NOM arrival,1:Males,A10:10 - 14,8:Australian Capital Territory,A:Annual,2018:2018,230,
1:NOM arrival,1:Males,A10:10 - 14,8:Australian Capital Territory,A:Annual,2019:2019,170,
1:NOM arrival,1:Males,A15:15 - 19,0:Australia,A:Annual,2004:2004,18480,
1:NOM arrival,1:Males,A15:15 - 19,0:Australia,A:Annual,2005:2005,17170,
1:NOM arrival,1:Males,A15:15 - 19,0:Australia,A:Annual,2006:2006,19810,
1:NOM arrival,1:Males,A15:15 - 19,0:Australia,A:Annual,2007:2007,26650,
1:NOM arrival,1:Males,A15:15 - 19,0:Australia,A:Annual,2008:2008,28150,
1:NOM arrival,1:Males,A15:15 - 19,0:Australia,A:Annual,2009:2009,24720,
1:NOM arrival,1:Males,A15:15 - 19,0:Australia,A:Annual,2010:2010,18490,
1:NOM arrival,1:Males,A15:15 - 19,0:Australia,A:Annual,2011:2011,18400,
1:NOM arrival,1:Males,A15:15 - 19,0:Australia,A:Annual,2012:2012,20310,
1:NOM arrival,1:Males,A15:15 - 19,0:Australia,A:Annual,2013:2013,21280,
1:NOM arrival,1:Males,A15:15 - 19,0:Australia,A:Annual,2014:2014,23650,
1:NOM arrival,1:Males,A15:15 - 19,0:Australia,A:Annual,2015:2015,23880,
1:NOM arrival,1:Males,A15:15 - 19,0:Australia,A:Annual,2016:2016,25590,
1:NOM arrival,1:Males,A15:15 - 19,0:Australia,A:Annual,2017:2017,26640,
1:NOM arrival,1:Males,A15:15 - 19,0:Australia,A:Annual,2018:2018,29340,
1:NOM arrival,1:Males,A15:15 - 19,0:Australia,A:Annual,2019:2019,26960,
1:NOM arrival,1:Males,A15:15 - 19,1:New South Wales,A:Annual,2004:2004,6130,
1:NOM arrival,1:Males,A15:15 - 19,1:New South Wales,A:Annual,2005:2005,5830,
1:NOM arrival,1:Males,A15:15 - 19,1:New South Wales,A:Annual,2006:2006,6770,
1:NOM arrival,1:Males,A15:15 - 19,1:New South Wales,A:Annual,2007:2007,9880,
1:NOM arrival,1:Males,A15:15 - 19,1:New South Wales,A:Annual,2008:2008,9540,
1:NOM arrival,1:Males,A15:15 - 19,1:New South Wales,A:Annual,2009:2009,7680,
1:NOM arrival,1:Males,A15:15 - 19,1:New South Wales,A:Annual,2010:2010,5940,
1:NOM arrival,1:Males,A15:15 - 19,1:New South Wales,A:Annual,2011:2011,5690,
1:NOM arrival,1:Males,A15:15 - 19,1:New South Wales,A:Annual,2012:2012,6190,
1:NOM arrival,1:Males,A15:15 - 19,1:New South Wales,A:Annual,2013:2013,6900,
1:NOM arrival,1:Males,A15:15 - 19,1:New South Wales,A:Annual,2014:2014,7960,
1:NOM arrival,1:Males,A15:15 - 19,1:New South Wales,A:Annual,2015:2015,8150,
1:NOM arrival,1:Males,A15:15 - 19,1:New South Wales,A:Annual,2016:2016,8880,
1:NOM arrival,1:Males,A15:15 - 19,1:New South Wales,A:Annual,2017:2017,9990,
1:NOM arrival,1:Males,A15:15 - 19,1:New South Wales,A:Annual,2018:2018,11630,
1:NOM arrival,1:Males,A15:15 - 19,1:New South Wales,A:Annual,2019:2019,9670,
1:NOM arrival,1:Males,A15:15 - 19,2:Victoria,A:Annual,2004:2004,5490,
1:NOM arrival,1:Males,A15:15 - 19,2:Victoria,A:Annual,2005:2005,4960,
1:NOM arrival,1:Males,A15:15 - 19,2:Victoria,A:Annual,2006:2006,5960,
1:NOM arrival,1:Males,A15:15 - 19,2:Victoria,A:Annual,2007:2007,8150,
1:NOM arrival,1:Males,A15:15 - 19,2:Victoria,A:Annual,2008:2008,8220,
1:NOM arrival,1:Males,A15:15 - 19,2:Victoria,A:Annual,2009:2009,7480,
1:NOM arrival,1:Males,A15:15 - 19,2:Victoria,A:Annual,2010:2010,4910,
1:NOM arrival,1:Males,A15:15 - 19,2:Victoria,A:Annual,2011:2011,4870,
1:NOM arrival,1:Males,A15:15 - 19,2:Victoria,A:Annual,2012:2012,5560,
1:NOM arrival,1:Males,A15:15 - 19,2:Victoria,A:Annual,2013:2013,6200,
1:NOM arrival,1:Males,A15:15 - 19,2:Victoria,A:Annual,2014:2014,7560,
1:NOM arrival,1:Males,A15:15 - 19,2:Victoria,A:Annual,2015:2015,7790,
1:NOM arrival,1:Males,A15:15 - 19,2:Victoria,A:Annual,2016:2016,8460,
1:NOM arrival,1:Males,A15:15 - 19,2:Victoria,A:Annual,2017:2017,8710,
1:NOM arrival,1:Males,A15:15 - 19,2:Victoria,A:Annual,2018:2018,9610,
1:NOM arrival,1:Males,A15:15 - 19,2:Victoria,A:Annual,2019:2019,9630,
1:NOM arrival,1:Males,A15:15 - 19,3:Queensland,A:Annual,2004:2004,3000,
1:NOM arrival,1:Males,A15:15 - 19,3:Queensland,A:Annual,2005:2005,2990,
1:NOM arrival,1:Males,A15:15 - 19,3:Queensland,A:Annual,2006:2006,3140,
1:NOM arrival,1:Males,A15:15 - 19,3:Queensland,A:Annual,2007:2007,4130,
1:NOM arrival,1:Males,A15:15 - 19,3:Queensland,A:Annual,2008:2008,4880,
1:NOM arrival,1:Males,A15:15 - 19,3:Queensland,A:Annual,2009:2009,4230,
1:NOM arrival,1:Males,A15:15 - 19,3:Queensland,A:Annual,2010:2010,3210,
1:NOM arrival,1:Males,A15:15 - 19,3:Queensland,A:Annual,2011:2011,3500,
1:NOM arrival,1:Males,A15:15 - 19,3:Queensland,A:Annual,2012:2012,3930,
1:NOM arrival,1:Males,A15:15 - 19,3:Queensland,A:Annual,2013:2013,3700,
1:NOM arrival,1:Males,A15:15 - 19,3:Queensland,A:Annual,2014:2014,3570,
1:NOM arrival,1:Males,A15:15 - 19,3:Queensland,A:Annual,2015:2015,3430,
1:NOM arrival,1:Males,A15:15 - 19,3:Queensland,A:Annual,2016:2016,3620,
1:NOM arrival,1:Males,A15:15 - 19,3:Queensland,A:Annual,2017:2017,3700,
1:NOM arrival,1:Males,A15:15 - 19,3:Queensland,A:Annual,2018:2018,3770,
1:NOM arrival,1:Males,A15:15 - 19,3:Queensland,A:Annual,2019:2019,3650,
1:NOM arrival,1:Males,A15:15 - 19,4:South Australia,A:Annual,2004:2004,1030,
1:NOM arrival,1:Males,A15:15 - 19,4:South Australia,A:Annual,2005:2005,1010,
1:NOM arrival,1:Males,A15:15 - 19,4:South Australia,A:Annual,2006:2006,1160,
1:NOM arrival,1:Males,A15:15 - 19,4:South Australia,A:Annual,2007:2007,1370,
1:NOM arrival,1:Males,A15:15 - 19,4:South Australia,A:Annual,2008:2008,1570,
1:NOM arrival,1:Males,A15:15 - 19,4:South Australia,A:Annual,2009:2009,1610,
1:NOM arrival,1:Males,A15:15 - 19,4:South Australia,A:Annual,2010:2010,1190,
1:NOM arrival,1:Males,A15:15 - 19,4:South Australia,A:Annual,2011:2011,1090,
1:NOM arrival,1:Males,A15:15 - 19,4:South Australia,A:Annual,2012:2012,1080,
1:NOM arrival,1:Males,A15:15 - 19,4:South Australia,A:Annual,2013:2013,1250,
1:NOM arrival,1:Males,A15:15 - 19,4:South Australia,A:Annual,2014:2014,1400,
1:NOM arrival,1:Males,A15:15 - 19,4:South Australia,A:Annual,2015:2015,1440,
1:NOM arrival,1:Males,A15:15 - 19,4:South Australia,A:Annual,2016:2016,1590,
1:NOM arrival,1:Males,A15:15 - 19,4:South Australia,A:Annual,2017:2017,1480,
1:NOM arrival,1:Males,A15:15 - 19,4:South Australia,A:Annual,2018:2018,1480,
1:NOM arrival,1:Males,A15:15 - 19,4:South Australia,A:Annual,2019:2019,1480,
1:NOM arrival,1:Males,A15:15 - 19,5:Western Australia,A:Annual,2004:2004,2130,
1:NOM arrival,1:Males,A15:15 - 19,5:Western Australia,A:Annual,2005:2005,1870,
1:NOM arrival,1:Males,A15:15 - 19,5:Western Australia,A:Annual,2006:2006,2220,
1:NOM arrival,1:Males,A15:15 - 19,5:Western Australia,A:Annual,2007:2007,2500,
1:NOM arrival,1:Males,A15:15 - 19,5:Western Australia,A:Annual,2008:2008,3150,
1:NOM arrival,1:Males,A15:15 - 19,5:Western Australia,A:Annual,2009:2009,2890,
1:NOM arrival,1:Males,A15:15 - 19,5:Western Australia,A:Annual,2010:2010,2600,
1:NOM arrival,1:Males,A15:15 - 19,5:Western Australia,A:Annual,2011:2011,2570,
1:NOM arrival,1:Males,A15:15 - 19,5:Western Australia,A:Annual,2012:2012,2670,
1:NOM arrival,1:Males,A15:15 - 19,5:Western Australia,A:Annual,2013:2013,2400,
1:NOM arrival,1:Males,A15:15 - 19,5:Western Australia,A:Annual,2014:2014,2290,
1:NOM arrival,1:Males,A15:15 - 19,5:Western Australia,A:Annual,2015:2015,2140,
1:NOM arrival,1:Males,A15:15 - 19,5:Western Australia,A:Annual,2016:2016,2030,
1:NOM arrival,1:Males,A15:15 - 19,5:Western Australia,A:Annual,2017:2017,1720,
1:NOM arrival,1:Males,A15:15 - 19,5:Western Australia,A:Annual,2018:2018,1920,
1:NOM arrival,1:Males,A15:15 - 19,5:Western Australia,A:Annual,2019:2019,1870,
1:NOM arrival,1:Males,A15:15 - 19,6:Tasmania,A:Annual,2004:2004,200,
1:NOM arrival,1:Males,A15:15 - 19,6:Tasmania,A:Annual,2005:2005,130,
1:NOM arrival,1:Males,A15:15 - 19,6:Tasmania,A:Annual,2006:2006,160,
1:NOM arrival,1:Males,A15:15 - 19,6:Tasmania,A:Annual,2007:2007,160,
1:NOM arrival,1:Males,A15:15 - 19,6:Tasmania,A:Annual,2008:2008,210,
1:NOM arrival,1:Males,A15:15 - 19,6:Tasmania,A:Annual,2009:2009,200,
1:NOM arrival,1:Males,A15:15 - 19,6:Tasmania,A:Annual,2010:2010,160,
1:NOM arrival,1:Males,A15:15 - 19,6:Tasmania,A:Annual,2011:2011,160,
1:NOM arrival,1:Males,A15:15 - 19,6:Tasmania,A:Annual,2012:2012,200,
1:NOM arrival,1:Males,A15:15 - 19,6:Tasmania,A:Annual,2013:2013,170,
1:NOM arrival,1:Males,A15:15 - 19,6:Tasmania,A:Annual,2014:2014,210,
1:NOM arrival,1:Males,A15:15 - 19,6:Tasmania,A:Annual,2015:2015,200,
1:NOM arrival,1:Males,A15:15 - 19,6:Tasmania,A:Annual,2016:2016,210,
1:NOM arrival,1:Males,A15:15 - 19,6:Tasmania,A:Annual,2017:2017,210,
1:NOM arrival,1:Males,A15:15 - 19,6:Tasmania,A:Annual,2018:2018,190,
1:NOM arrival,1:Males,A15:15 - 19,6:Tasmania,A:Annual,2019:2019,160,
1:NOM arrival,1:Males,A15:15 - 19,7:Northern Territory,A:Annual,2004:2004,200,
1:NOM arrival,1:Males,A15:15 - 19,7:Northern Territory,A:Annual,2005:2005,140,
1:NOM arrival,1:Males,A15:15 - 19,7:Northern Territory,A:Annual,2006:2006,130,
1:NOM arrival,1:Males,A15:15 - 19,7:Northern Territory,A:Annual,2007:2007,110,
1:NOM arrival,1:Males,A15:15 - 19,7:Northern Territory,A:Annual,2008:2008,150,
1:NOM arrival,1:Males,A15:15 - 19,7:Northern Territory,A:Annual,2009:2009,190,
1:NOM arrival,1:Males,A15:15 - 19,7:Northern Territory,A:Annual,2010:2010,130,
1:NOM arrival,1:Males,A15:15 - 19,7:Northern Territory,A:Annual,2011:2011,160,
1:NOM arrival,1:Males,A15:15 - 19,7:Northern Territory,A:Annual,2012:2012,250,
1:NOM arrival,1:Males,A15:15 - 19,7:Northern Territory,A:Annual,2013:2013,230,
1:NOM arrival,1:Males,A15:15 - 19,7:Northern Territory,A:Annual,2014:2014,160,
1:NOM arrival,1:Males,A15:15 - 19,7:Northern Territory,A:Annual,2015:2015,230,
1:NOM arrival,1:Males,A15:15 - 19,7:Northern Territory,A:Annual,2016:2016,240,
1:NOM arrival,1:Males,A15:15 - 19,7:Northern Territory,A:Annual,2017:2017,180,
1:NOM arrival,1:Males,A15:15 - 19,7:Northern Territory,A:Annual,2018:2018,150,
1:NOM arrival,1:Males,A15:15 - 19,7:Northern Territory,A:Annual,2019:2019,150,
1:NOM arrival,1:Males,A15:15 - 19,8:Australian Capital Territory,A:Annual,2004:2004,310,
1:NOM arrival,1:Males,A15:15 - 19,8:Australian Capital Territory,A:Annual,2005:2005,250,
1:NOM arrival,1:Males,A15:15 - 19,8:Australian Capital Territory,A:Annual,2006:2006,280,
1:NOM arrival,1:Males,A15:15 - 19,8:Australian Capital Territory,A:Annual,2007:2007,350,
1:NOM arrival,1:Males,A15:15 - 19,8:Australian Capital Territory,A:Annual,2008:2008,430,
1:NOM arrival,1:Males,A15:15 - 19,8:Australian Capital Territory,A:Annual,2009:2009,440,
1:NOM arrival,1:Males,A15:15 - 19,8:Australian Capital Territory,A:Annual,2010:2010,360,
1:NOM arrival,1:Males,A15:15 - 19,8:Australian Capital Territory,A:Annual,2011:2011,370,
1:NOM arrival,1:Males,A15:15 - 19,8:Australian Capital Territory,A:Annual,2012:2012,420,
1:NOM arrival,1:Males,A15:15 - 19,8:Australian Capital Territory,A:Annual,2013:2013,430,
1:NOM arrival,1:Males,A15:15 - 19,8:Australian Capital Territory,A:Annual,2014:2014,490,
1:NOM arrival,1:Males,A15:15 - 19,8:Australian Capital Territory,A:Annual,2015:2015,510,
1:NOM arrival,1:Males,A15:15 - 19,8:Australian Capital Territory,A:Annual,2016:2016,570,
1:NOM arrival,1:Males,A15:15 - 19,8:Australian Capital Territory,A:Annual,2017:2017,650,
1:NOM arrival,1:Males,A15:15 - 19,8:Australian Capital Territory,A:Annual,2018:2018,590,
1:NOM arrival,1:Males,A15:15 - 19,8:Australian Capital Territory,A:Annual,2019:2019,360,
1:NOM arrival,1:Males,A20:20 - 24,0:Australia,A:Annual,2004:2004,34980,
1:NOM arrival,1:Males,A20:20 - 24,0:Australia,A:Annual,2005:2005,33800,
1:NOM arrival,1:Males,A20:20 - 24,0:Australia,A:Annual,2006:2006,39400,
1:NOM arrival,1:Males,A20:20 - 24,0:Australia,A:Annual,2007:2007,50870,
1:NOM arrival,1:Males,A20:20 - 24,0:Australia,A:Annual,2008:2008,60100,
1:NOM arrival,1:Males,A20:20 - 24,0:Australia,A:Annual,2009:2009,54750,
1:NOM arrival,1:Males,A20:20 - 24,0:Australia,A:Annual,2010:2010,39550,
1:NOM arrival,1:Males,A20:20 - 24,0:Australia,A:Annual,2011:2011,42220,
1:NOM arrival,1:Males,A20:20 - 24,0:Australia,A:Annual,2012:2012,46170,
1:NOM arrival,1:Males,A20:20 - 24,0:Australia,A:Annual,2013:2013,48250,
1:NOM arrival,1:Males,A20:20 - 24,0:Australia,A:Annual,2014:2014,51130,
