MEASURE:Migration type,SEX_ABS:Sex,AGE:Age,ASGS_2011:Region,FREQUENCY:Frequency,TIME:Time,Value,Flag Codes:Flags
2:NOM departure,1:Males,6599:65 and over,2:Victoria,A:Annual,2014:2014,1210,
2:NOM departure,1:Males,6599:65 and over,2:Victoria,A:Annual,2015:2015,1390,
2:NOM departure,1:Males,6599:65 and over,2:Victoria,A:Annual,2016:2016,1250,
2:NOM departure,1:Males,6599:65 and over,2:Victoria,A:Annual,2017:2017,1540,
2:NOM departure,1:Males,6599:65 and over,2:Victoria,A:Annual,2018:2018,1270,
2:NOM departure,1:Males,6599:65 and over,2:Victoria,A:Annual,2019:2019,1710,
2:NOM departure,1:Males,6599:65 and over,3:Queensland,A:Annual,2004:2004,1000,
2:NOM departure,1:Males,6599:65 and over,3:Queensland,A:Annual,2005:2005,730,
2:NOM departure,1:Males,6599:65 and over,3:Queensland,A:Annual,2006:2006,850,
2:NOM departure,1:Males,6599:65 and over,3:Queensland,A:Annual,2007:2007,900,
2:NOM departure,1:Males,6599:65 and over,3:Queensland,A:Annual,2008:2008,1090,
2:NOM departure,1:Males,6599:65 and over,3:Queensland,A:Annual,2009:2009,980,
2:NOM departure,1:Males,6599:65 and over,3:Queensland,A:Annual,2010:2010,1010,
2:NOM departure,1:Males,6599:65 and over,3:Queensland,A:Annual,2011:2011,1020,
2:NOM departure,1:Males,6599:65 and over,3:Queensland,A:Annual,2012:2012,1100,
2:NOM departure,1:Males,6599:65 and over,3:Queensland,A:Annual,2013:2013,1400,
2:NOM departure,1:Males,6599:65 and over,3:Queensland,A:Annual,2014:2014,1150,
2:NOM departure,1:Males,6599:65 and over,3:Queensland,A:Annual,2015:2015,1250,
2:NOM departure,1:Males,6599:65 and over,3:Queensland,A:Annual,2016:2016,1220,
2:NOM departure,1:Males,6599:65 and over,3:Queensland,A:Annual,2017:2017,1360,
2:NOM departure,1:Males,6599:65 and over,3:Queensland,A:Annual,2018:2018,1220,
2:NOM departure,1:Males,6599:65 and over,3:Queensland,A:Annual,2019:2019,1670,
2:NOM departure,1:Males,6599:65 and over,4:South Australia,A:Annual,2004:2004,190,
2:NOM departure,1:Males,6599:65 and over,4:South Australia,A:Annual,2005:2005,140,
2:NOM departure,1:Males,6599:65 and over,4:South Australia,A:Annual,2006:2006,160,
2:NOM departure,1:Males,6599:65 and over,4:South Australia,A:Annual,2007:2007,240,
2:NOM departure,1:Males,6599:65 and over,4:South Australia,A:Annual,2008:2008,230,
2:NOM departure,1:Males,6599:65 and over,4:South Australia,A:Annual,2009:2009,220,
2:NOM departure,1:Males,6599:65 and over,4:South Australia,A:Annual,2010:2010,220,
2:NOM departure,1:Males,6599:65 and over,4:South Australia,A:Annual,2011:2011,200,
2:NOM departure,1:Males,6599:65 and over,4:South Australia,A:Annual,2012:2012,210,
2:NOM departure,1:Males,6599:65 and over,4:South Australia,A:Annual,2013:2013,240,
2:NOM departure,1:Males,6599:65 and over,4:South Australia,A:Annual,2014:2014,220,
2:NOM departure,1:Males,6599:65 and over,4:South Australia,A:Annual,2015:2015,280,
2:NOM departure,1:Males,6599:65 and over,4:South Australia,A:Annual,2016:2016,290,
2:NOM departure,1:Males,6599:65 and over,4:South Australia,A:Annual,2017:2017,280,
2:NOM departure,1:Males,6599:65 and over,4:South Australia,A:Annual,2018:2018,240,
2:NOM departure,1:Males,6599:65 and over,4:South Australia,A:Annual,2019:2019,260,
2:NOM departure,1:Males,6599:65 and over,5:Western Australia,A:Annual,2004:2004,670,
2:NOM departure,1:Males,6599:65 and over,5:Western Australia,A:Annual,2005:2005,360,
2:NOM departure,1:Males,6599:65 and over,5:Western Australia,A:Annual,2006:2006,410,
2:NOM departure,1:Males,6599:65 and over,5:Western Australia,A:Annual,2007:2007,550,
2:NOM departure,1:Males,6599:65 and over,5:Western Australia,A:Annual,2008:2008,710,
2:NOM departure,1:Males,6599:65 and over,5:Western Australia,A:Annual,2009:2009,570,
2:NOM departure,1:Males,6599:65 and over,5:Western Australia,A:Annual,2010:2010,610,
2:NOM departure,1:Males,6599:65 and over,5:Western Australia,A:Annual,2011:2011,590,
2:NOM departure,1:Males,6599:65 and over,5:Western Australia,A:Annual,2012:2012,630,
2:NOM departure,1:Males,6599:65 and over,5:Western Australia,A:Annual,2013:2013,780,
2:NOM departure,1:Males,6599:65 and over,5:Western Australia,A:Annual,2014:2014,620,
2:NOM departure,1:Males,6599:65 and over,5:Western Australia,A:Annual,2015:2015,780,
2:NOM departure,1:Males,6599:65 and over,5:Western Australia,A:Annual,2016:2016,790,
2:NOM departure,1:Males,6599:65 and over,5:Western Australia,A:Annual,2017:2017,740,
2:NOM departure,1:Males,6599:65 and over,5:Western Australia,A:Annual,2018:2018,690,
2:NOM departure,1:Males,6599:65 and over,5:Western Australia,A:Annual,2019:2019,710,
2:NOM departure,1:Males,6599:65 and over,6:Tasmania,A:Annual,2004:2004,70,
2:NOM departure,1:Males,6599:65 and over,6:Tasmania,A:Annual,2005:2005,60,
2:NOM departure,1:Males,6599:65 and over,6:Tasmania,A:Annual,2006:2006,60,
2:NOM departure,1:Males,6599:65 and over,6:Tasmania,A:Annual,2007:2007,40,
2:NOM departure,1:Males,6599:65 and over,6:Tasmania,A:Annual,2008:2008,110,
2:NOM departure,1:Males,6599:65 and over,6:Tasmania,A:Annual,2009:2009,80,
2:NOM departure,1:Males,6599:65 and over,6:Tasmania,A:Annual,2010:2010,60,
2:NOM departure,1:Males,6599:65 and over,6:Tasmania,A:Annual,2011:2011,60,
2:NOM departure,1:Males,6599:65 and over,6:Tasmania,A:Annual,2012:2012,70,
2:NOM departure,1:Males,6599:65 and over,6:Tasmania,A:Annual,2013:2013,90,
2:NOM departure,1:Males,6599:65 and over,6:Tasmania,A:Annual,2014:2014,60,
2:NOM departure,1:Males,6599:65 and over,6:Tasmania,A:Annual,2015:2015,100,
2:NOM departure,1:Males,6599:65 and over,6:Tasmania,A:Annual,2016:2016,90,
2:NOM departure,1:Males,6599:65 and over,6:Tasmania,A:Annual,2017:2017,80,
2:NOM departure,1:Males,6599:65 and over,6:Tasmania,A:Annual,2018:2018,70,
2:NOM departure,1:Males,6599:65 and over,6:Tasmania,A:Annual,2019:2019,80,
2:NOM departure,1:Males,6599:65 and over,7:Northern Territory,A:Annual,2004:2004,80,
2:NOM departure,1:Males,6599:65 and over,7:Northern Territory,A:Annual,2005:2005,40,
2:NOM departure,1:Males,6599:65 and over,7:Northern Territory,A:Annual,2006:2006,40,
2:NOM departure,1:Males,6599:65 and over,7:Northern Territory,A:Annual,2007:2007,70,
2:NOM departure,1:Males,6599:65 and over,7:Northern Territory,A:Annual,2008:2008,60,
2:NOM departure,1:Males,6599:65 and over,7:Northern Territory,A:Annual,2009:2009,40,
2:NOM departure,1:Males,6599:65 and over,7:Northern Territory,A:Annual,2010:2010,60,
2:NOM departure,1:Males,6599:65 and over,7:Northern Territory,A:Annual,2011:2011,90,
2:NOM departure,1:Males,6599:65 and over,7:Northern Territory,A:Annual,2012:2012,70,
2:NOM departure,1:Males,6599:65 and over,7:Northern Territory,A:Annual,2013:2013,90,
2:NOM departure,1:Males,6599:65 and over,7:Northern Territory,A:Annual,2014:2014,70,
2:NOM departure,1:Males,6599:65 and over,7:Northern Territory,A:Annual,2015:2015,90,
2:NOM departure,1:Males,6599:65 and over,7:Northern Territory,A:Annual,2016:2016,90,
2:NOM departure,1:Males,6599:65 and over,7:Northern Territory,A:Annual,2017:2017,180,
2:NOM departure,1:Males,6599:65 and over,7:Northern Territory,A:Annual,2018:2018,100,
2:NOM departure,1:Males,6599:65 and over,7:Northern Territory,A:Annual,2019:2019,90,
2:NOM departure,1:Males,6599:65 and over,8:Australian Capital Territory,A:Annual,2004:2004,60,
2:NOM departure,1:Males,6599:65 and over,8:Australian Capital Territory,A:Annual,2005:2005,60,
2:NOM departure,1:Males,6599:65 and over,8:Australian Capital Territory,A:Annual,2006:2006,60,
2:NOM departure,1:Males,6599:65 and over,8:Australian Capital Territory,A:Annual,2007:2007,70,
2:NOM departure,1:Males,6599:65 and over,8:Australian Capital Territory,A:Annual,2008:2008,70,
2:NOM departure,1:Males,6599:65 and over,8:Australian Capital Territory,A:Annual,2009:2009,70,
2:NOM departure,1:Males,6599:65 and over,8:Australian Capital Territory,A:Annual,2010:2010,70,
2:NOM departure,1:Males,6599:65 and over,8:Australian Capital Territory,A:Annual,2011:2011,70,
2:NOM departure,1:Males,6599:65 and over,8:Australian Capital Territory,A:Annual,2012:2012,50,
2:NOM departure,1:Males,6599:65 and over,8:Australian Capital Territory,A:Annual,2013:2013,70,
2:NOM departure,1:Males,6599:65 and over,8:Australian Capital Territory,A:Annual,2014:2014,70,
2:NOM departure,1:Males,6599:65 and over,8:Australian Capital Territory,A:Annual,2015:2015,90,
2:NOM departure,1:Males,6599:65 and over,8:Australian Capital Territory,A:Annual,2016:2016,80,
2:NOM departure,1:Males,6599:65 and over,8:Australian Capital Territory,A:Annual,2017:2017,70,
2:NOM departure,1:Males,6599:65 and over,8:Australian Capital Territory,A:Annual,2018:2018,100,
2:NOM departure,1:Males,6599:65 and over,8:Australian Capital Territory,A:Annual,2019:2019,90,
2:NOM departure,2:Females,A04:0 - 4,0:Australia,A:Annual,2004:2004,5480,
2:NOM departure,2:Females,A04:0 - 4,0:Australia,A:Annual,2005:2005,5240,
2:NOM departure,2:Females,A04:0 - 4,0:Australia,A:Annual,2006:2006,5490,
2:NOM departure,2:Females,A04:0 - 4,0:Australia,A:Annual,2007:2007,5960,
2:NOM departure,2:Females,A04:0 - 4,0:Australia,A:Annual,2008:2008,6360,
2:NOM departure,2:Females,A04:0 - 4,0:Australia,A:Annual,2009:2009,6600,
2:NOM departure,2:Females,A04:0 - 4,0:Australia,A:Annual,2010:2010,7620,
2:NOM departure,2:Females,A04:0 - 4,0:Australia,A:Annual,2011:2011,7280,
2:NOM departure,2:Females,A04:0 - 4,0:Australia,A:Annual,2012:2012,7540,
2:NOM departure,2:Females,A04:0 - 4,0:Australia,A:Annual,2013:2013,8200,
2:NOM departure,2:Females,A04:0 - 4,0:Australia,A:Annual,2014:2014,8310,
2:NOM departure,2:Females,A04:0 - 4,0:Australia,A:Annual,2015:2015,8470,
2:NOM departure,2:Females,A04:0 - 4,0:Australia,A:Annual,2016:2016,8040,
2:NOM departure,2:Females,A04:0 - 4,0:Australia,A:Annual,2017:2017,8070,
2:NOM departure,2:Females,A04:0 - 4,0:Australia,A:Annual,2018:2018,7570,
2:NOM departure,2:Females,A04:0 - 4,0:Australia,A:Annual,2019:2019,7600,
2:NOM departure,2:Females,A04:0 - 4,1:New South Wales,A:Annual,2004:2004,2290,
2:NOM departure,2:Females,A04:0 - 4,1:New South Wales,A:Annual,2005:2005,2210,
2:NOM departure,2:Females,A04:0 - 4,1:New South Wales,A:Annual,2006:2006,2390,
2:NOM departure,2:Females,A04:0 - 4,1:New South Wales,A:Annual,2007:2007,2310,
2:NOM departure,2:Females,A04:0 - 4,1:New South Wales,A:Annual,2008:2008,2540,
2:NOM departure,2:Females,A04:0 - 4,1:New South Wales,A:Annual,2009:2009,2480,
2:NOM departure,2:Females,A04:0 - 4,1:New South Wales,A:Annual,2010:2010,2830,
2:NOM departure,2:Females,A04:0 - 4,1:New South Wales,A:Annual,2011:2011,2740,
2:NOM departure,2:Females,A04:0 - 4,1:New South Wales,A:Annual,2012:2012,2860,
2:NOM departure,2:Females,A04:0 - 4,1:New South Wales,A:Annual,2013:2013,2810,
2:NOM departure,2:Females,A04:0 - 4,1:New South Wales,A:Annual,2014:2014,2840,
2:NOM departure,2:Females,A04:0 - 4,1:New South Wales,A:Annual,2015:2015,2880,
2:NOM departure,2:Females,A04:0 - 4,1:New South Wales,A:Annual,2016:2016,2660,
2:NOM departure,2:Females,A04:0 - 4,1:New South Wales,A:Annual,2017:2017,2840,
2:NOM departure,2:Females,A04:0 - 4,1:New South Wales,A:Annual,2018:2018,2760,
2:NOM departure,2:Females,A04:0 - 4,1:New South Wales,A:Annual,2019:2019,2780,
2:NOM departure,2:Females,A04:0 - 4,2:Victoria,A:Annual,2004:2004,1120,
2:NOM departure,2:Females,A04:0 - 4,2:Victoria,A:Annual,2005:2005,1150,
2:NOM departure,2:Females,A04:0 - 4,2:Victoria,A:Annual,2006:2006,1180,
2:NOM departure,2:Females,A04:0 - 4,2:Victoria,A:Annual,2007:2007,1360,
2:NOM departure,2:Females,A04:0 - 4,2:Victoria,A:Annual,2008:2008,1390,
2:NOM departure,2:Females,A04:0 - 4,2:Victoria,A:Annual,2009:2009,1500,
2:NOM departure,2:Females,A04:0 - 4,2:Victoria,A:Annual,2010:2010,1810,
2:NOM departure,2:Females,A04:0 - 4,2:Victoria,A:Annual,2011:2011,1860,
2:NOM departure,2:Females,A04:0 - 4,2:Victoria,A:Annual,2012:2012,1900,
2:NOM departure,2:Females,A04:0 - 4,2:Victoria,A:Annual,2013:2013,1960,
2:NOM departure,2:Females,A04:0 - 4,2:Victoria,A:Annual,2014:2014,1980,
2:NOM departure,2:Females,A04:0 - 4,2:Victoria,A:Annual,2015:2015,2050,
2:NOM departure,2:Females,A04:0 - 4,2:Victoria,A:Annual,2016:2016,2070,
2:NOM departure,2:Females,A04:0 - 4,2:Victoria,A:Annual,2017:2017,2050,
2:NOM departure,2:Females,A04:0 - 4,2:Victoria,A:Annual,2018:2018,1910,
2:NOM departure,2:Females,A04:0 - 4,2:Victoria,A:Annual,2019:2019,2030,
2:NOM departure,2:Females,A04:0 - 4,3:Queensland,A:Annual,2004:2004,960,
2:NOM departure,2:Females,A04:0 - 4,3:Queensland,A:Annual,2005:2005,850,
2:NOM departure,2:Females,A04:0 - 4,3:Queensland,A:Annual,2006:2006,950,
2:NOM departure,2:Females,A04:0 - 4,3:Queensland,A:Annual,2007:2007,1080,
2:NOM departure,2:Females,A04:0 - 4,3:Queensland,A:Annual,2008:2008,1150,
2:NOM departure,2:Females,A04:0 - 4,3:Queensland,A:Annual,2009:2009,1230,
2:NOM departure,2:Females,A04:0 - 4,3:Queensland,A:Annual,2010:2010,1430,
2:NOM departure,2:Females,A04:0 - 4,3:Queensland,A:Annual,2011:2011,1250,
2:NOM departure,2:Females,A04:0 - 4,3:Queensland,A:Annual,2012:2012,1270,
2:NOM departure,2:Females,A04:0 - 4,3:Queensland,A:Annual,2013:2013,1600,
2:NOM departure,2:Females,A04:0 - 4,3:Queensland,A:Annual,2014:2014,1610,
2:NOM departure,2:Females,A04:0 - 4,3:Queensland,A:Annual,2015:2015,1650,
2:NOM departure,2:Females,A04:0 - 4,3:Queensland,A:Annual,2016:2016,1410,
2:NOM departure,2:Females,A04:0 - 4,3:Queensland,A:Annual,2017:2017,1490,
2:NOM departure,2:Females,A04:0 - 4,3:Queensland,A:Annual,2018:2018,1250,
2:NOM departure,2:Females,A04:0 - 4,3:Queensland,A:Annual,2019:2019,1310,
2:NOM departure,2:Females,A04:0 - 4,4:South Australia,A:Annual,2004:2004,240,
2:NOM departure,2:Females,A04:0 - 4,4:South Australia,A:Annual,2005:2005,200,
2:NOM departure,2:Females,A04:0 - 4,4:South Australia,A:Annual,2006:2006,200,
2:NOM departure,2:Females,A04:0 - 4,4:South Australia,A:Annual,2007:2007,230,
2:NOM departure,2:Females,A04:0 - 4,4:South Australia,A:Annual,2008:2008,290,
2:NOM departure,2:Females,A04:0 - 4,4:South Australia,A:Annual,2009:2009,300,
2:NOM departure,2:Females,A04:0 - 4,4:South Australia,A:Annual,2010:2010,350,
2:NOM departure,2:Females,A04:0 - 4,4:South Australia,A:Annual,2011:2011,300,
2:NOM departure,2:Females,A04:0 - 4,4:South Australia,A:Annual,2012:2012,320,
2:NOM departure,2:Females,A04:0 - 4,4:South Australia,A:Annual,2013:2013,350,
2:NOM departure,2:Females,A04:0 - 4,4:South Australia,A:Annual,2014:2014,330,
2:NOM departure,2:Females,A04:0 - 4,4:South Australia,A:Annual,2015:2015,340,
2:NOM departure,2:Females,A04:0 - 4,4:South Australia,A:Annual,2016:2016,390,
2:NOM departure,2:Females,A04:0 - 4,4:South Australia,A:Annual,2017:2017,330,
2:NOM departure,2:Females,A04:0 - 4,4:South Australia,A:Annual,2018:2018,320,
2:NOM departure,2:Females,A04:0 - 4,4:South Australia,A:Annual,2019:2019,310,
2:NOM departure,2:Females,A04:0 - 4,5:Western Australia,A:Annual,2004:2004,590,
2:NOM departure,2:Females,A04:0 - 4,5:Western Australia,A:Annual,2005:2005,550,
2:NOM departure,2:Females,A04:0 - 4,5:Western Australia,A:Annual,2006:2006,560,
2:NOM departure,2:Females,A04:0 - 4,5:Western Australia,A:Annual,2007:2007,730,
2:NOM departure,2:Females,A04:0 - 4,5:Western Australia,A:Annual,2008:2008,730,
2:NOM departure,2:Females,A04:0 - 4,5:Western Australia,A:Annual,2009:2009,800,
2:NOM departure,2:Females,A04:0 - 4,5:Western Australia,A:Annual,2010:2010,880,
2:NOM departure,2:Females,A04:0 - 4,5:Western Australia,A:Annual,2011:2011,820,
2:NOM departure,2:Females,A04:0 - 4,5:Western Australia,A:Annual,2012:2012,900,
2:NOM departure,2:Females,A04:0 - 4,5:Western Australia,A:Annual,2013:2013,1180,
2:NOM departure,2:Females,A04:0 - 4,5:Western Australia,A:Annual,2014:2014,1210,
2:NOM departure,2:Females,A04:0 - 4,5:Western Australia,A:Annual,2015:2015,1190,
2:NOM departure,2:Females,A04:0 - 4,5:Western Australia,A:Annual,2016:2016,1150,
2:NOM departure,2:Females,A04:0 - 4,5:Western Australia,A:Annual,2017:2017,1010,
2:NOM departure,2:Females,A04:0 - 4,5:Western Australia,A:Annual,2018:2018,990,
2:NOM departure,2:Females,A04:0 - 4,5:Western Australia,A:Annual,2019:2019,840,
2:NOM departure,2:Females,A04:0 - 4,6:Tasmania,A:Annual,2004:2004,60,
2:NOM departure,2:Females,A04:0 - 4,6:Tasmania,A:Annual,2005:2005,40,
2:NOM departure,2:Females,A04:0 - 4,6:Tasmania,A:Annual,2006:2006,40,
2:NOM departure,2:Females,A04:0 - 4,6:Tasmania,A:Annual,2007:2007,50,
2:NOM departure,2:Females,A04:0 - 4,6:Tasmania,A:Annual,2008:2008,30,
2:NOM departure,2:Females,A04:0 - 4,6:Tasmania,A:Annual,2009:2009,50,
2:NOM departure,2:Females,A04:0 - 4,6:Tasmania,A:Annual,2010:2010,60,
2:NOM departure,2:Females,A04:0 - 4,6:Tasmania,A:Annual,2011:2011,60,
2:NOM departure,2:Females,A04:0 - 4,6:Tasmania,A:Annual,2012:2012,70,
2:NOM departure,2:Females,A04:0 - 4,6:Tasmania,A:Annual,2013:2013,50,
2:NOM departure,2:Females,A04:0 - 4,6:Tasmania,A:Annual,2014:2014,50,
2:NOM departure,2:Females,A04:0 - 4,6:Tasmania,A:Annual,2015:2015,60,
2:NOM departure,2:Females,A04:0 - 4,6:Tasmania,A:Annual,2016:2016,60,
2:NOM departure,2:Females,A04:0 - 4,6:Tasmania,A:Annual,2017:2017,50,
2:NOM departure,2:Females,A04:0 - 4,6:Tasmania,A:Annual,2018:2018,50,
2:NOM departure,2:Females,A04:0 - 4,6:Tasmania,A:Annual,2019:2019,50,
2:NOM departure,2:Females,A04:0 - 4,7:Northern Territory,A:Annual,2004:2004,60,
2:NOM departure,2:Females,A04:0 - 4,7:Northern Territory,A:Annual,2005:2005,80,
2:NOM departure,2:Females,A04:0 - 4,7:Northern Territory,A:Annual,2006:2006,40,
2:NOM departure,2:Females,A04:0 - 4,7:Northern Territory,A:Annual,2007:2007,50,
2:NOM departure,2:Females,A04:0 - 4,7:Northern Territory,A:Annual,2008:2008,60,
2:NOM departure,2:Females,A04:0 - 4,7:Northern Territory,A:Annual,2009:2009,50,
2:NOM departure,2:Females,A04:0 - 4,7:Northern Territory,A:Annual,2010:2010,90,
2:NOM departure,2:Females,A04:0 - 4,7:Northern Territory,A:Annual,2011:2011,70,
2:NOM departure,2:Females,A04:0 - 4,7:Northern Territory,A:Annual,2012:2012,50,
2:NOM departure,2:Females,A04:0 - 4,7:Northern Territory,A:Annual,2013:2013,40,
2:NOM departure,2:Females,A04:0 - 4,7:Northern Territory,A:Annual,2014:2014,70,
2:NOM departure,2:Females,A04:0 - 4,7:Northern Territory,A:Annual,2015:2015,90,
2:NOM departure,2:Females,A04:0 - 4,7:Northern Territory,A:Annual,2016:2016,80,
2:NOM departure,2:Females,A04:0 - 4,7:Northern Territory,A:Annual,2017:2017,100,
2:NOM departure,2:Females,A04:0 - 4,7:Northern Territory,A:Annual,2018:2018,110,
2:NOM departure,2:Females,A04:0 - 4,7:Northern Territory,A:Annual,2019:2019,80,
2:NOM departure,2:Females,A04:0 - 4,8:Australian Capital Territory,A:Annual,2004:2004,160,
2:NOM departure,2:Females,A04:0 - 4,8:Australian Capital Territory,A:Annual,2005:2005,160,
2:NOM departure,2:Females,A04:0 - 4,8:Australian Capital Territory,A:Annual,2006:2006,150,
2:NOM departure,2:Females,A04:0 - 4,8:Australian Capital Territory,A:Annual,2007:2007,160,
2:NOM departure,2:Females,A04:0 - 4,8:Australian Capital Territory,A:Annual,2008:2008,180,
2:NOM departure,2:Females,A04:0 - 4,8:Australian Capital Territory,A:Annual,2009:2009,180,
2:NOM departure,2:Females,A04:0 - 4,8:Australian Capital Territory,A:Annual,2010:2010,180,
2:NOM departure,2:Females,A04:0 - 4,8:Australian Capital Territory,A:Annual,2011:2011,190,
2:NOM departure,2:Females,A04:0 - 4,8:Australian Capital Territory,A:Annual,2012:2012,180,
2:NOM departure,2:Females,A04:0 - 4,8:Australian Capital Territory,A:Annual,2013:2013,210,
2:NOM departure,2:Females,A04:0 - 4,8:Australian Capital Territory,A:Annual,2014:2014,220,
2:NOM departure,2:Females,A04:0 - 4,8:Australian Capital Territory,A:Annual,2015:2015,220,
2:NOM departure,2:Females,A04:0 - 4,8:Australian Capital Territory,A:Annual,2016:2016,220,
2:NOM departure,2:Females,A04:0 - 4,8:Australian Capital Territory,A:Annual,2017:2017,220,
2:NOM departure,2:Females,A04:0 - 4,8:Australian Capital Territory,A:Annual,2018:2018,190,
2:NOM departure,2:Females,A04:0 - 4,8:Australian Capital Territory,A:Annual,2019:2019,180,
2:NOM departure,2:Females,A59:5 - 9,0:Australia,A:Annual,2004:2004,3860,
2:NOM departure,2:Females,A59:5 - 9,0:Australia,A:Annual,2005:2005,3660,
2:NOM departure,2:Females,A59:5 - 9,0:Australia,A:Annual,2006:2006,3570,
2:NOM departure,2:Females,A59:5 - 9,0:Australia,A:Annual,2007:2007,3830,
2:NOM departure,2:Females,A59:5 - 9,0:Australia,A:Annual,2008:2008,4010,
2:NOM departure,2:Females,A59:5 - 9,0:Australia,A:Annual,2009:2009,3890,
2:NOM departure,2:Females,A59:5 - 9,0:Australia,A:Annual,2010:2010,4250,
2:NOM departure,2:Females,A59:5 - 9,0:Australia,A:Annual,2011:2011,4070,
2:NOM departure,2:Females,A59:5 - 9,0:Australia,A:Annual,2012:2012,4270,
2:NOM departure,2:Females,A59:5 - 9,0:Australia,A:Annual,2013:2013,4800,
2:NOM departure,2:Females,A59:5 - 9,0:Australia,A:Annual,2014:2014,4990,
2:NOM departure,2:Females,A59:5 - 9,0:Australia,A:Annual,2015:2015,5280,
2:NOM departure,2:Females,A59:5 - 9,0:Australia,A:Annual,2016:2016,4970,
2:NOM departure,2:Females,A59:5 - 9,0:Australia,A:Annual,2017:2017,5060,
2:NOM departure,2:Females,A59:5 - 9,0:Australia,A:Annual,2018:2018,4820,
2:NOM departure,2:Females,A59:5 - 9,0:Australia,A:Annual,2019:2019,4910,
2:NOM departure,2:Females,A59:5 - 9,1:New South Wales,A:Annual,2004:2004,1490,
2:NOM departure,2:Females,A59:5 - 9,1:New South Wales,A:Annual,2005:2005,1440,
2:NOM departure,2:Females,A59:5 - 9,1:New South Wales,A:Annual,2006:2006,1360,
2:NOM departure,2:Females,A59:5 - 9,1:New South Wales,A:Annual,2007:2007,1350,
2:NOM departure,2:Females,A59:5 - 9,1:New South Wales,A:Annual,2008:2008,1370,
2:NOM departure,2:Females,A59:5 - 9,1:New South Wales,A:Annual,2009:2009,1350,
2:NOM departure,2:Females,A59:5 - 9,1:New South Wales,A:Annual,2010:2010,1460,
2:NOM departure,2:Females,A59:5 - 9,1:New South Wales,A:Annual,2011:2011,1420,
2:NOM departure,2:Females,A59:5 - 9,1:New South Wales,A:Annual,2012:2012,1480,
2:NOM departure,2:Females,A59:5 - 9,1:New South Wales,A:Annual,2013:2013,1500,
2:NOM departure,2:Females,A59:5 - 9,1:New South Wales,A:Annual,2014:2014,1510,
2:NOM departure,2:Females,A59:5 - 9,1:New South Wales,A:Annual,2015:2015,1570,
2:NOM departure,2:Females,A59:5 - 9,1:New South Wales,A:Annual,2016:2016,1520,
2:NOM departure,2:Females,A59:5 - 9,1:New South Wales,A:Annual,2017:2017,1640,
2:NOM departure,2:Females,A59:5 - 9,1:New South Wales,A:Annual,2018:2018,1550,
2:NOM departure,2:Females,A59:5 - 9,1:New South Wales,A:Annual,2019:2019,1640,
2:NOM departure,2:Females,A59:5 - 9,2:Victoria,A:Annual,2004:2004,780,
2:NOM departure,2:Females,A59:5 - 9,2:Victoria,A:Annual,2005:2005,740,
2:NOM departure,2:Females,A59:5 - 9,2:Victoria,A:Annual,2006:2006,740,
2:NOM departure,2:Females,A59:5 - 9,2:Victoria,A:Annual,2007:2007,840,
2:NOM departure,2:Females,A59:5 - 9,2:Victoria,A:Annual,2008:2008,930,
2:NOM departure,2:Females,A59:5 - 9,2:Victoria,A:Annual,2009:2009,840,
2:NOM departure,2:Females,A59:5 - 9,2:Victoria,A:Annual,2010:2010,950,
2:NOM departure,2:Females,A59:5 - 9,2:Victoria,A:Annual,2011:2011,880,
2:NOM departure,2:Females,A59:5 - 9,2:Victoria,A:Annual,2012:2012,1030,
2:NOM departure,2:Females,A59:5 - 9,2:Victoria,A:Annual,2013:2013,1080,
2:NOM departure,2:Females,A59:5 - 9,2:Victoria,A:Annual,2014:2014,1110,
2:NOM departure,2:Females,A59:5 - 9,2:Victoria,A:Annual,2015:2015,1170,
2:NOM departure,2:Females,A59:5 - 9,2:Victoria,A:Annual,2016:2016,1190,
2:NOM departure,2:Females,A59:5 - 9,2:Victoria,A:Annual,2017:2017,1260,
2:NOM departure,2:Females,A59:5 - 9,2:Victoria,A:Annual,2018:2018,1230,
2:NOM departure,2:Females,A59:5 - 9,2:Victoria,A:Annual,2019:2019,1240,
2:NOM departure,2:Females,A59:5 - 9,3:Queensland,A:Annual,2004:2004,780,
2:NOM departure,2:Females,A59:5 - 9,3:Queensland,A:Annual,2005:2005,700,
2:NOM departure,2:Females,A59:5 - 9,3:Queensland,A:Annual,2006:2006,720,
2:NOM departure,2:Females,A59:5 - 9,3:Queensland,A:Annual,2007:2007,750,
2:NOM departure,2:Females,A59:5 - 9,3:Queensland,A:Annual,2008:2008,770,
2:NOM departure,2:Females,A59:5 - 9,3:Queensland,A:Annual,2009:2009,800,
2:NOM departure,2:Females,A59:5 - 9,3:Queensland,A:Annual,2010:2010,870,
2:NOM departure,2:Females,A59:5 - 9,3:Queensland,A:Annual,2011:2011,790,
2:NOM departure,2:Females,A59:5 - 9,3:Queensland,A:Annual,2012:2012,820,
2:NOM departure,2:Females,A59:5 - 9,3:Queensland,A:Annual,2013:2013,980,
2:NOM departure,2:Females,A59:5 - 9,3:Queensland,A:Annual,2014:2014,1100,
2:NOM departure,2:Females,A59:5 - 9,3:Queensland,A:Annual,2015:2015,1180,
2:NOM departure,2:Females,A59:5 - 9,3:Queensland,A:Annual,2016:2016,1010,
2:NOM departure,2:Females,A59:5 - 9,3:Queensland,A:Annual,2017:2017,1000,
2:NOM departure,2:Females,A59:5 - 9,3:Queensland,A:Annual,2018:2018,950,
